trial_id,t,theta_deg,omega,sensor_ax
T03,10.1333,-8.0373,0.3309,-0.0274
T03,10.15,-7.2295,0.349,-0.0054
T03,10.1667,-7.2632,0.3664,-0.0042
T03,10.1833,-6.8519,0.3829,-0.0276
T03,10.2,-6.261,0.3985,-0.0092
T03,10.2167,-5.8292,0.4132,0.0027
T03,10.2333,-5.701,0.4269,0.0023
T03,10.25,-5.3393,0.4396,0.0055
T03,10.2667,-4.8442,0.4514,0.0016
T03,10.2833,-4.3263,0.4621,-0.014
T03,10.3,-3.7671,0.4717,-0.0137
T03,10.3167,-3.4877,0.4802,-0.027
T03,10.3333,-2.9005,0.4877,0.0331
T03,10.35,-2.226,0.494,-0.002
T03,10.3667,-2.0017,0.4992,-0.0063
T03,10.3833,-1.5357,0.5033,-0.02
T03,10.4,-1.4189,0.5062,0.0577
T03,10.4167,-1.1564,0.508,-0.022
T03,10.4333,-0.0669,0.5086,-0.0087
T03,10.45,0.3218,0.508,0.0086
T03,10.4667,0.7219,0.5063,0.0127
T03,10.4833,1.3551,0.5035,0.0203
T03,10.5,1.7724,0.4995,0.0377
T03,10.5167,2.4834,0.4944,0.0121
T03,10.5333,2.7427,0.4881,-0.0187
T03,10.55,3.037,0.4808,-0.0024
T03,10.5667,3.8375,0.4724,0.0093
T03,10.5833,4.0404,0.4629,0.0449
T03,10.6,4.6236,0.4524,-0.024
T03,10.6167,4.8465,0.4409,0.0284
T03,10.6333,5.2239,0.4284,0.0083
T03,10.65,5.77,0.4149,0.0218
T03,10.6667,6.1415,0.4005,0.0033
T03,10.6833,6.6062,0.3852,-0.0112
T03,10.7,6.8126,0.3691,0.021
T03,10.7167,6.8391,0.3521,0.0194
T03,10.7333,7.4432,0.3344,0.026
T03,10.75,7.9943,0.3159,0.0066
T03,10.7667,8.0637,0.2968,-0.0049
T03,10.7833,8.3428,0.2769,-0.0239
T03,10.8,8.8388,0.2565,0.0239
T03,10.8167,8.7287,0.2355,0.0162
T03,10.8333,8.7717,0.214,-0.0114
T03,10.85,9.2364,0.1921,-0.0027
T03,10.8667,9.3388,0.1697,-0.0011
T03,10.8833,9.3878,0.147,-0.0213
T03,10.9,9.6694,0.124,-0.0079
T03,10.9167,9.9041,0.1007,-0.0141
T03,10.9333,9.8829,0.0773,0.0004
T03,10.95,10.0025,0.0537,-0.0061
T03,10.9667,10.3376,0.0299,-0.0238
T03,10.9833,9.9174,0.0062,0.0492
T03,11.0,10.0301,-0.0175,0.0338
T03,11.0167,9.8384,-0.0412,-0.0069
T03,11.0333,9.7142,-0.0647,0.0141
T03,11.05,9.6874,-0.0881,0.0169
T03,11.0667,9.6074,-0.1113,0.0323
T03,11.0833,9.6519,-0.1341,-0.008
T03,11.1,9.9051,-0.1566,0.0301
T03,11.1167,9.1262,-0.1788,-0.0029
T03,11.1333,8.9993,-0.2005,-0.0188
T03,11.15,8.8628,-0.2217,0.0222
T03,11.1667,8.7275,-0.2424,0.0334
T03,11.1833,8.4547,-0.2625,0.0591
T03,11.2,8.3936,-0.282,-0.0169
T03,11.2167,7.3682,-0.3009,0.0208
T03,11.2333,7.0754,-0.319,-0.0016
T03,11.25,7.136,-0.3364,0.022
T03,11.2667,7.1211,-0.353,-0.0234
T03,11.2833,6.2397,-0.3688,-0.0195
T03,11.3,5.588,-0.3837,-0.0101
T03,11.3167,5.927,-0.3977,0.0067
T03,11.3333,5.4719,-0.4108,-0.0081
T03,11.35,4.8037,-0.423,0.0176
T03,11.3667,4.4123,-0.4342,0.0246
T03,11.3833,3.9932,-0.4444,0.0156
T03,11.4,3.778,-0.4535,0.0357
T03,11.4167,3.1914,-0.4617,0.0112
T03,11.4333,2.9693,-0.4687,-0.0218
T03,11.45,1.8473,-0.4747,0.0294
T03,11.4667,1.7898,-0.4796,-0.0104
T03,11.4833,1.2749,-0.4835,0.0195
T03,11.5,0.9851,-0.4862,0.0324
T03,11.5167,0.4631,-0.4878,0.0096
T03,11.5333,0.2639,-0.4883,-0.0298
T03,11.55,-0.7335,-0.4877,-0.0187
T03,11.5667,-0.8171,-0.486,0.0257
T03,11.5833,-1.1767,-0.4832,-0.0045
T03,11.6,-1.3757,-0.4792,0.0001
T03,11.6167,-2.2975,-0.4743,0.0133
T03,11.6333,-2.5849,-0.4682,0.0116
T03,11.65,-3.4525,-0.4611,0.0029
T03,11.6667,-4.0046,-0.4529,-0.0073
T03,11.6833,-3.7832,-0.4438,-0.0097
T03,11.7,-4.3696,-0.4336,0.0133
T03,11.7167,-4.5388,-0.4225,0.0069
T03,11.7333,-5.4438,-0.4104,-0.0097
T03,11.75,-5.4476,-0.3974,0.0168
T03,11.7667,-5.5472,-0.3835,-0.0077
T03,11.7833,-6.1925,-0.3687,-0.0225
T03,11.8,-6.5619,-0.3532,-0.021
T03,11.8167,-6.9408,-0.3369,-0.0256
T03,11.8333,-7.5659,-0.3198,-0.0118
T03,11.85,-7.273,-0.302,0.0181
T03,11.8667,-7.9411,-0.2835,-0.0229
T03,11.8833,-7.9749,-0.2645,-0.0033
T03,11.9,-8.6265,-0.2448,-0.0204
T03,11.9167,-8.7688,-0.2246,-0.0127
T03,11.9333,-8.4452,-0.204,-0.0378
T03,11.95,-8.981,-0.1829,-0.0122
T03,11.9667,-8.7797,-0.1614,-0.0118
T03,11.9833,-9.2241,-0.1395,0.0028
T03,12.0,-9.6938,-0.1174,-0.0037
T03,12.0167,-9.2427,-0.0951,-0.0322
T03,12.0333,-9.6133,-0.0725,0.0134
T03,12.05,-9.4081,-0.0498,-0.0041
T03,12.0667,-9.5736,-0.0271,-0.0044
T03,12.0833,-9.8963,-0.0043,-0.0086
T03,12.1,-9.5421,0.0185,-0.0187
T03,12.1167,-9.1013,0.0412,-0.004
T03,12.1333,-9.3859,0.0638,0.0012
T03,12.15,-9.4185,0.0863,-0.0431
T03,12.1667,-9.0931,0.1084,-0.0189
T03,12.1833,-9.1463,0.1304,-0.0131
T03,12.2,-9.0061,0.152,-0.0028
T03,12.2167,-9.1055,0.1732,0.0161
T03,12.2333,-8.6596,0.194,-0.023
T03,12.25,-8.2989,0.2144,-0.0174
T03,12.2667,-8.4539,0.2342,-0.0175
T03,12.2833,-7.7638,0.2535,-0.0231
T03,12.3,-7.8112,0.2721,-0.0137
T03,12.3167,-7.6971,0.2902,0.0089
T03,12.3333,-7.03,0.3075,-0.0274
T03,12.35,-6.9809,0.3242,0.0025
T03,12.3667,-6.4503,0.34,-0.0398
T03,12.3833,-6.3246,0.3551,-0.0167
T03,12.4,-5.9284,0.3694,-0.0118
T03,12.4167,-5.455,0.3828,0.0287
T03,12.4333,-5.1206,0.3953,-0.01
T03,12.45,-5.1917,0.4069,-0.0482
T03,12.4667,-4.6202,0.4176,-0.0438
T03,12.4833,-3.804,0.4273,-0.0028
T03,12.5,-3.6016,0.4361,0.0092
T03,12.5167,-3.2577,0.4438,0.0048
T03,12.5333,-2.9958,0.4505,0.001
T03,12.55,-2.5055,0.4562,0.0212
T03,12.5667,-2.2547,0.4608,-0.0124
T03,12.5833,-1.4277,0.4644,0.0167
T03,12.6,-1.0817,0.4669,-0.0335
T03,12.6167,-0.7082,0.4684,-0.0185
T03,12.6333,-0.0807,0.4688,-0.0362
T03,12.65,0.453,0.4681,-0.0052
T03,12.6667,1.2448,0.4664,-0.0002
T03,12.6833,0.9673,0.4636,0.0034
T03,12.7,1.9416,0.4598,0.0027
T03,12.7167,2.34,0.4549,-0.0167
T03,12.7333,2.4199,0.4491,-0.0016
T03,12.75,3.0402,0.4421,-0.0273
T03,12.7667,3.3246,0.4342,0.0302
T03,12.7833,3.8615,0.4254,-0.0027
T03,12.8,4.5253,0.4155,-0.0061
T03,12.8167,4.7336,0.4048,0.0358
T03,12.8333,5.0923,0.3931,-0.0205
T03,12.85,5.2708,0.3806,-0.0178
T03,12.8667,5.4137,0.3672,-0.0169
T03,12.8833,6.0091,0.353,0.0039
T03,12.9,6.6182,0.338,0.0142
T03,12.9167,6.3827,0.3222,0.0206
T03,12.9333,6.7728,0.3058,0.0575
T03,12.95,7.2886,0.2887,-0.0387
T03,12.9667,7.3291,0.2709,0.0187
T03,12.9833,7.6127,0.2525,-0.0044
T03,13.0,7.9138,0.2336,-0.0047
T03,13.0167,7.9343,0.2142,-0.0052
T03,13.0333,8.2026,0.1944,-0.0108
T03,13.05,8.7088,0.1741,0.0412
T03,13.0667,8.4577,0.1534,0.0245
T03,13.0833,8.5306,0.1324,0.0082
T03,13.1,8.835,0.1112,0.0348
T03,13.1167,9.1978,0.0897,-0.0224
T03,13.1333,9.0817,0.068,-0.0187
T03,13.15,9.0771,0.0462,-0.0356
T03,13.1667,9.2069,0.0244,-0.006
T03,13.1833,8.856,0.0025,0.0113
T03,13.2,9.2903,-0.0194,0.0101
T03,13.2167,9.2335,-0.0412,0.011
T03,13.2333,9.0196,-0.0629,-0.0203
T03,13.25,9.2267,-0.0844,0.0239
T03,13.2667,8.7037,-0.1057,0.0126
T03,13.2833,9.0383,-0.1267,0.0224
T03,13.3,8.7073,-0.1474,-0.0303
T03,13.3167,8.4533,-0.1678,0.0137
T03,13.3333,8.3416,-0.1877,-0.0165
T03,13.35,8.1304,-0.2072,-0.0008
T03,13.3667,8.184,-0.2262,0.0176
T03,13.3833,7.4948,-0.2447,0.0086
T03,13.4,7.3107,-0.2626,-0.0105
T03,13.4167,7.4069,-0.2799,0.0064
T03,13.4333,6.801,-0.2965,-0.0246
T03,13.45,6.8052,-0.3124,0.0288
T03,13.4667,6.6554,-0.3276,0.0014
T03,13.4833,5.9116,-0.342,0.0276
T03,13.5,5.7914,-0.3556,-0.0056
T03,13.5167,5.0752,-0.3685,-0.0058
T03,13.5333,5.0961,-0.3804,-0.011
T03,13.55,4.6135,-0.3915,0.0215
T03,13.5667,4.2867,-0.4017,-0.0105
T03,13.5833,3.6725,-0.4109,0.0162
T03,13.6,3.0707,-0.4192,-0.0047
T03,13.6167,3.0976,-0.4266,-0.0369
T03,13.6333,2.1721,-0.433,-0.0092
T03,13.65,2.1037,-0.4384,-0.0217
T03,13.6667,1.9335,-0.4427,0.0022
T03,13.6833,1.3582,-0.4461,-0.0227
T03,13.7,1.2816,-0.4485,0.0193
T03,13.7167,0.6676,-0.4498,-0.0014
T03,13.7333,-0.0981,-0.4501,-0.0035
T03,13.75,-0.3913,-0.4494,0.0128
T03,13.7667,-0.8343,-0.4477,0.0186
T03,13.7833,-1.5668,-0.4449,-0.0015
T03,13.8,-1.8607,-0.4412,-0.0169
T03,13.8167,-2.2027,-0.4364,-0.0373
T03,13.8333,-2.9105,-0.4307,-0.0159
T03,13.85,-2.9003,-0.424,-0.0149
T03,13.8667,-3.3589,-0.4163,-0.0007
T03,13.8833,-4.0351,-0.4077,-0.0101
T03,13.9,-4.0022,-0.3982,0.0102
T03,13.9167,-4.3126,-0.3878,-0.0161
T03,13.9333,-4.7725,-0.3766,-0.0053
T03,13.95,-5.2336,-0.3645,0.0192
T03,13.9667,-5.3891,-0.3516,0.002
T03,13.9833,-5.6971,-0.3379,-0.0063
T03,14.0,-6.0837,-0.3234,-0.0174
T03,14.0167,-6.6079,-0.3082,-0.0183
T03,14.0333,-6.6704,-0.2924,-0.0229
T03,14.05,-6.7538,-0.2759,-0.0169
T03,14.0667,-7.3632,-0.2588,0.0088
T03,14.0833,-7.0585,-0.2411,-0.011
T03,14.1,-7.8001,-0.223,-0.0337
T03,14.1167,-7.8877,-0.2043,0.0285
T03,14.1333,-8.2098,-0.1852,-0.0006
T03,14.15,-8.1931,-0.1657,-0.0353
T03,14.1667,-8.7298,-0.1458,-0.0162
T03,14.1833,-8.615,-0.1256,-0.0052
T03,14.2,-8.8292,-0.1052,0.0266
T03,14.2167,-8.669,-0.0846,-0.0298
T03,14.2333,-8.5626,-0.0638,0.0119
T03,14.25,-8.6778,-0.0428,0.0203
T03,14.2667,-9.3068,-0.0218,-0.0203
T03,14.2833,-8.4294,-0.0008,-0.0133
T03,14.3,-8.764,0.0202,-0.0284
T03,14.3167,-8.9437,0.0411,-0.0117
T03,14.3333,-8.7024,0.0619,-0.0084
T03,14.35,-8.6242,0.0825,0.0056
T03,14.3667,-8.6989,0.103,0.0143
T03,14.3833,-8.4127,0.1231,-0.0223
T03,14.4,-8.4415,0.143,-0.0466
T03,14.4167,-8.2499,0.1625,-0.0076
T03,14.4333,-8.1369,0.1816,-0.0011
T03,14.45,-8.0989,0.2003,-0.0018
T03,14.4667,-7.5784,0.2185,-0.0132
T03,14.4833,-7.2687,0.2362,-0.004
T03,14.5,-7.0445,0.2534,0.0241
T03,14.5167,-6.7292,0.2699,0.0016
T03,14.5333,-6.5588,0.2858,-0.0132
T03,14.55,-6.446,0.301,-0.0155
T03,14.5667,-5.8732,0.3156,-0.0087
T03,14.5833,-6.001,0.3294,0.0277
T03,14.6,-5.5854,0.3424,-0.0084
T03,14.6167,-5.262,0.3546,-0.0048
T03,14.6333,-4.5059,0.3661,-0.0138
T03,14.65,-4.1759,0.3766,0.0182
T03,14.6667,-3.9001,0.3863,0.0357
T03,14.6833,-3.4076,0.3952,0.0059
T03,14.7,-3.4145,0.4031,-0.0012
T03,14.7167,-2.7787,0.4101,-0.0018
T03,14.7333,-2.4773,0.4161,-0.0498
T03,14.75,-1.8816,0.4212,0.0131
T03,14.7667,-1.6686,0.4253,0.0012
T03,14.7833,-1.3139,0.4285,0.0075
T03,14.8,-0.7177,0.4307,-0.015
T03,14.8167,-0.2384,0.4319,-0.0081
T03,14.8333,-0.1345,0.4321,-0.0082
T03,14.85,0.3992,0.4314,0.0208
T03,14.8667,0.6105,0.4296,-0.0069
T03,14.8833,0.731,0.4269,0.0427
T03,14.9,1.6759,0.4233,0.01
T03,14.9167,2.1585,0.4186,-0.0237
T03,14.9333,2.4849,0.4131,-0.0004
T03,14.95,2.4324,0.4066,-0.0106
T03,14.9667,3.1351,0.3992,-0.0411
T03,14.9833,3.1367,0.3908,0.0351
T03,15.0,4.2209,0.3816,0.0175
T03,15.0167,4.0869,0.3716,0.0144
T03,15.0333,4.9022,0.3607,0.0074
T03,15.05,5.1763,0.349,-0.0233
T03,15.0667,5.1312,0.3366,-0.005
T03,15.0833,5.3966,0.3234,0.0217
T03,15.1,5.9918,0.3095,-0.0159
T03,15.1167,6.0377,0.2948,-0.0452
T03,15.1333,6.4975,0.2796,0.0011
T03,15.15,6.6358,0.2637,0.003
T03,15.1667,6.6159,0.2472,0.0088
T03,15.1833,6.7497,0.2303,0.0208
T03,15.2,7.4482,0.2128,0.0192
T03,15.2167,7.4805,0.1948,0.0118
T03,15.2333,7.6548,0.1764,0.0307
T03,15.25,8.0593,0.1577,-0.0235
T03,15.2667,8.2913,0.1386,0.0171
T03,15.2833,8.1202,0.1192,0.0197
T03,15.3,8.206,0.0996,-0.0176
T03,15.3167,8.4546,0.0797,-0.0228
T03,15.3333,8.1446,0.0597,-0.0076
T03,15.35,8.5029,0.0396,-0.0058
T03,15.3667,8.5916,0.0195,0.0225
T03,15.3833,8.621,-0.0007,-0.0049
T03,15.4,8.0821,-0.0209,-0.0097
T03,15.4167,8.2824,-0.0409,-0.0049
T03,15.4333,8.2052,-0.0609,0.0297
T03,15.45,8.3281,-0.0807,0.0075
T03,15.4667,8.3127,-0.1003,0.0036
T03,15.4833,8.4058,-0.1197,0.0049
T03,15.5,7.8791,-0.1387,0.0328
T03,15.5167,7.7323,-0.1574,-0.0081
T03,15.5333,7.8978,-0.1757,0.033
T03,15.55,7.5461,-0.1936,0.0107
T03,15.5667,7.5425,-0.2111,0.0032
T03,15.5833,7.1326,-0.228,0.0562
T03,15.6,6.6135,-0.2445,-0.0151
T03,15.6167,6.3331,-0.2603,-0.0013
T03,15.6333,6.0295,-0.2755,-0.0191
T03,15.65,6.1983,-0.2901,0.0243
T03,15.6667,6.0163,-0.304,0.0388
T03,15.6833,5.8483,-0.3172,0.0382
T03,15.7,5.3349,-0.3296,0.029
T03,15.7167,5.0753,-0.3413,0.0003
T03,15.7333,4.3926,-0.3522,-0.0034
T03,15.75,3.9334,-0.3623,-0.0298
T03,15.7667,3.9817,-0.3716,0.044
T03,15.7833,3.5341,-0.38,0.0124
T03,15.8,3.1035,-0.3875,-0.0071
T03,15.8167,2.7844,-0.3942,0.0289
T03,15.8333,2.3908,-0.3999,-0.0174
T03,15.85,2.1973,-0.4047,0.0098
T03,15.8667,1.81,-0.4086,-0.0021
T03,15.8833,1.2673,-0.4116,0.0138
T03,15.9,0.9329,-0.4136,-0.0006
T03,15.9167,0.4706,-0.4147,-0.0287
T03,15.9333,-0.1207,-0.4149,0.0015
T03,15.95,-0.2729,-0.4141,0.0206
T03,15.9667,-1.0974,-0.4124,-0.0013
T03,15.9833,-0.9997,-0.4097,0.0144
T03,16.0,-1.8381,-0.4061,-0.0223
T03,16.0167,-1.9266,-0.4016,-0.0023
T03,16.0333,-2.5324,-0.3962,-0.0146
T03,16.05,-2.6265,-0.3899,0.0126
T03,16.0667,-3.1111,-0.3827,-0.0021
T03,16.0833,-3.7829,-0.3746,0.0108
T03,16.1,-3.7311,-0.3657,0.0184
T03,16.1167,-4.2731,-0.356,0.0102
T03,16.1333,-4.3136,-0.3455,0.0015
T03,16.15,-4.8113,-0.3343,-0.0242
T03,16.1667,-5.043,-0.3223,-0.0045
T03,16.1833,-5.612,-0.3095,-0.0154
T03,16.2,-5.8242,-0.2961,-0.0119
T03,16.2167,-6.0705,-0.282,-0.0127
T03,16.2333,-6.066,-0.2673,-0.025
T03,16.25,-6.146,-0.252,-0.0448
T03,16.2667,-6.8716,-0.2362,-0.0192
T03,16.2833,-6.7087,-0.2198,-0.0022
T03,16.3,-7.5556,-0.203,-0.0332
T03,16.3167,-7.5417,-0.1857,-0.0061
T03,16.3333,-7.659,-0.1681,0.0315
T03,16.35,-7.885,-0.15,0.0138
T03,16.3667,-8.061,-0.1317,0.0261
T03,16.3833,-7.7738,-0.113,0.001
T03,16.4,-7.9933,-0.0942,0.0164
T03,16.4167,-7.9505,-0.0751,-0.0215
T03,16.4333,-7.9459,-0.0559,-0.0199
T03,16.45,-8.0701,-0.0366,-0.0619
T03,16.4667,-8.0124,-0.0173,0.0166
T03,16.4833,-8.16,0.0021,0.0237
T03,16.5,-8.3672,0.0215,-0.0182
T03,16.5167,-7.8836,0.0407,-0.0121
T03,16.5333,-8.1599,0.0599,-0.0221
T03,16.55,-8.158,0.0789,0.0007
T03,16.5667,-7.9172,0.0977,0.0156
T03,16.5833,-7.9572,0.1162,-0.0416
T03,16.6,-7.7336,0.1345,0.0015
T03,16.6167,-7.4396,0.1524,-0.0121
T03,16.6333,-7.2802,0.17,-0.0041
T03,16.65,-7.3543,0.1872,0.0029
T03,16.6667,-7.0812,0.2039,-0.0099
T03,16.6833,-6.562,0.2201,-0.008
T03,16.7,-6.4557,0.2358,-0.01
T03,16.7167,-5.9035,0.251,0.0139
T03,16.7333,-5.832,0.2656,0.0031
T03,16.75,-5.5752,0.2795,-0.0007
T03,16.7667,-5.8048,0.2928,-0.0302
T03,16.7833,-5.0854,0.3054,-0.0121
T03,16.8,-4.9482,0.3174,0.0137
T03,16.8167,-4.7364,0.3285,-0.0033
T03,16.8333,-4.2711,0.3389,0.0094
T03,16.85,-3.7848,0.3486,0.0319
T03,16.8667,-3.5342,0.3574,0.0176
T03,16.8833,-3.4627,0.3654,-0.001
T03,16.9,-2.7842,0.3726,-0.0128
T03,16.9167,-2.6996,0.3789,-0.0533
T03,16.9333,-2.1628,0.3843,-0.0053
T03,16.95,-1.8963,0.3889,-0.0081
T03,16.9667,-1.5052,0.3926,0.0065
T03,16.9833,-0.9311,0.3954,-0.004
T03,17.0,-0.9133,0.3973,-0.007
T03,17.0167,0.064,0.3982,-0.0359
T03,17.0333,-0.3088,0.3983,-0.0188
T03,17.05,0.3158,0.3975,0.0099
T03,17.0667,0.8878,0.3958,0.035
T03,17.0833,1.3067,0.3931,-0.0009
T03,17.1,1.5427,0.3896,0.0079
T03,17.1167,1.9203,0.3852,0.0207
T03,17.1333,2.378,0.3799,-0.0142
T03,17.15,2.6081,0.3738,0.0097
T03,17.1667,3.2849,0.3669,-0.0122
T03,17.1833,3.5189,0.3591,0.0202
T03,17.2,3.8623,0.3505,0.0062
T03,17.2167,3.8224,0.3411,0.0095
T03,17.2333,4.3181,0.331,-0.0119
T03,17.25,4.5821,0.3201,0.0182
T03,17.2667,4.7383,0.3085,0.046
T03,17.2833,5.2971,0.2962,-0.0156
T03,17.3,5.391,0.2833,-0.002
T03,17.3167,5.8902,0.2698,0.0097
T03,17.3333,5.7924,0.2556,0.021
T03,17.35,6.5835,0.2409,-0.0057
T03,17.3667,6.2793,0.2256,-0.051
T03,17.3833,6.7064,0.2099,0.033
T03,17.4,7.0095,0.1937,0.0212
T03,17.4167,6.9098,0.1771,-0.0287
T03,17.4333,7.351,0.1601,-0.0059
T03,17.45,7.0748,0.1428,0.0378
T03,17.4667,7.7345,0.1251,0.0355
T03,17.4833,7.5532,0.1072,0.0254
T03,17.5,7.5201,0.0891,0.0031
T03,17.5167,7.6512,0.0708,0.0084
T03,17.5333,7.9268,0.0523,0.0042
T03,17.55,7.6845,0.0338,0.0294
T03,17.5667,7.67,0.0152,-0.0107
T03,17.5833,7.7764,-0.0034,-0.0093
T03,17.6,7.5684,-0.022,0.027
T03,17.6167,8.1333,-0.0405,0.0059
T03,17.6333,7.6037,-0.0589,0.0343
T03,17.65,7.8136,-0.0771,-0.0068
T03,17.6667,7.6022,-0.0951,0.0055
T03,17.6833,7.2594,-0.1129,-0.0119
T03,17.7,7.3344,-0.1304,0.0065
T03,17.7167,7.3551,-0.1476,-0.0233
T03,17.7333,7.0072,-0.1645,-0.0036
T03,17.75,7.1142,-0.1809,-0.0227
T03,17.7667,6.8953,-0.1969,0.0197
T03,17.7833,6.6752,-0.2125,0.02
T03,17.8,6.1854,-0.2275,-0.0291
T03,17.8167,5.8333,-0.242,0.032
T03,17.8333,5.685,-0.256,0.055
T03,17.85,5.5926,-0.2693,0.0058
T03,17.8667,5.3958,-0.2821,-0.0082
T03,17.8833,4.574,-0.2941,0.0609
T03,17.9,4.7173,-0.3055,-0.0223
T03,17.9167,4.4509,-0.3162,0.0043
T03,17.9333,4.0544,-0.3261,0.0072
T03,17.95,4.0498,-0.3353,0.0302
T03,17.9667,3.5494,-0.3437,0.0102
T03,17.9833,3.3931,-0.3514,-0.0072
